TEXT,LABEL
I got my first vaccine dose - yay! My arm hurts and I'm exhausted but it's only 7:40pm - boo!,FALSE
"The Covid-19 crisis in Brazil has never been worse. Nearly every Brazilian state has an ICU occupancy of 80% or higher according to a CNN analysis of state data. The seven-day averages of both new cases and new deaths are higher than they have ever been. https://t.co/i3QQ8dcTtz",TRUE
"@kayleighmcenany If Trump is soly responsible for the vaccine then he's also solely responsible for the 540000 Americans who died from COVID.",TRUE
"Two-thirds of anti-vaxx content circulating on Facebook and Twitter can be traced back to just 12 people report claims
https://t.co/QGisOWK9HD",TRUE
"âItâs a ticket to freedom for people who have been vaccinated to resume some of their normal lives.â

@AngusWhitley1 explains why the travel industry is leaning into the idea of using vaccine passports to verify oneâs inoculation against #Covid19.

MORE: https://t.co/rnIEcZ5zds https://t.co/sDdRXzX6sI",TRUE
"This may seem pedantic but

Someone told me I was âluckyâ for getting the vaccine early on. Iâm not lucky Iâm chronically ill. Iâd much rather be healthy &amp; have to wait longer.",TRUE
"One of our grown kids has multiple congenital heart defects &amp; a primary immune system disorder. He got his 2nd shot this morning &amp; in 21 days a huge weight is going to be lifted from my heart. So grateful to researchers medical folks &amp; people who volunteer at vaccine sites.",TRUE
"Sure Biden has quickly righted a badly listing government overseen an impressive vaccine rollout and passed legislation to fix the economy but heâd better explain why he hasnât yet solved all of the worldâs most vexing problems or it will be a sign of a presidency in crisis.",TRUE
Twelve Warriors players and coaches got the Johnson and Johnson vaccine yesterday.,FALSE
What vaccine? And why,FALSE
Check it out @SabrinaTessEp @BonnieSwenorPhD @LSmithOnFire @jesscampanile @CarolineCerill1 @JHUDisability Our tracker is on TV:) https://t.co/8jaxdTxSsb,FALSE
#QuislingCarrieLam condemned the medical workers have to stop framing Sinovac vaccine for political reason rather than the goodness of the vaccine itself! WTF too! https://t.co/C5kHGzr1hg,TRUE
@Reachingout4you @colinthomas1961 @TonyHook25 @danwootton I'm with @TonyHook25 on this.. if I have or haven't had had the Vaccine.. it's not a pub bouncers job to ask me.. sit yourself down Son.. you ain't my GP.....,TRUE
Getting my second vaccine shot on Saturday. I've only left my house about 5 times in the past year because I have many of the underlying issues that make it dangerous. The only person I see is my sweet 2 year old granddaughter. In a few weeks I can go out &amp; do things carefully,TRUE
Everyone in Florida age 18 and older will become eligible for a COVID-19 vaccine on April 5,FALSE
"âThis is a man who said if you try to jump ahead getting a vaccine if you try to jump ahead getting a test its going to be a criminal matter. Not for the governor of NYS do as I say not as I doâ @JamesTedisco said on @timesunion Cuomo testing story.

https://t.co/9D9JaBCQfl",TRUE
"Media and government prefer to exaggerate the danger of NOT taking the #CovidVaccine while downplay side effects
Unsafe vaccine wonât save the economy 
 the #OriginOfCOVID19 remain unveiled
if #SARS_CoV_2 is lab made why not ask #CCP for the cure?
https://t.co/HlFTrYkD99",TRUE
Kerr says about 12 Warriors players and coaches got the Johnson and Johnson vaccine shot on Wednesday.,FALSE
Just got my first Pfizer vaccine shot. I am over the moon ,FALSE
When you get your first vaccine shot but also wanna flex the new fit https://t.co/38MTBZ2WnF,FALSE
"As EU and UK try to ease vaccine supply tensions weâve compared the EUâs threat of curbs on vaccine exports with the UK and US approaches - and underneath found competing visions for our world and lessons from Brexit. Produced @MichaelCoxJ @BrysonAndy    https://t.co/bTLa6y7xaR https://t.co/ASP0VOuYGz",TRUE
Rutgers University has become one of the first major universities in the U.S. to require students on campus to get coronavirus vaccines before they start the fall 2021 semester https://t.co/Ws2DSQctzT,TRUE
"Coronavirus vaccine doses given per 100 people

Israel: 113
UAE: 75
Chile: 47
UK: 45
US: 38
Turkey: 16
Norway: 14
Spain: 13.7
Italy: 13.6
Germany: 13.2
France: 12.9
Canada: 11
Saudi: 10
Brazil: 7.1
Russia: 5.9
China: 5.7
Mexico: 4.6
India: 3.6
Indonesia: 3

(Our World in Data)",FALSE
"@gtlem The EU will not let AstraZenca export any vaccine until they fulfill EU contracts. Canada does not get AstraZenca from the EU. Moderna and Pfizer vaccines Canada gets come from the EU are not involved in the export ban. So we are going to be alright. https://t.co/znUV36ueIT",TRUE
Pfizer and BioNTech to begin testing Covid-19 vaccine in children https://t.co/C0Ey5cxqyc via @statnews,TRUE
Europeâs Leaders Wonât Oppose Export Limits on Covid-19 Vaccine as Inoculations CreepÂ Along https://t.co/3X1OhSVP20,FALSE
"DLSU and UPLB alum have developed a calculator which estimates where you are in the queue to receive a COVID vaccine in the Philippines. Here's my result 

Calculate yours here: https://t.co/Xa2BBKXnBk https://t.co/2QiJ7LNg3i",FALSE
"What shouldnât you take before the Covid vaccine? You shouldnât take nonsteroidal anti-inflammatory drugs (NSAIDs) like Advil no Tylenol and afterward you shouldnât drink for three days",TRUE
"My daughter lives in Tucson and hasn't been able to get an appointment for a vaccine so itâs infuriating to learn that immediately after refusing a federal vaccination site in Pima County @dougducey is now preventing local leaders from protecting their communities.",TRUE
"As a Nurse  I will not take the Trial vaccine and I will not administer it. And my children will not receive it ",TRUE
"@javimorillo @DoctorLix @GovTimWalz @mnhealth This. As a vaccine project manager expanding eligibility actually improves our ability to target outreach and resources to those most impacted including by neighborhood race/ethnicity job class gender etc.",FALSE
"@Roxy991Roxy @kayleighmcenany @POTUS Unlike Moderna Pfizer &amp; The J&amp;J vaccine developments were not subsidized by Warp Speed. Pfizer &amp; Moderna vaccines are based on mRNA research from BioNTech in Germany.  Biden has a national plan + more vaccines in arms &amp; orders in then his predecessor-who secretly got vaccinated.",FALSE
"@SoylentOranges @GokuSenpaii @Jolly_Jack Dude we have a vaccine out right now and Biden Newsom  and Cuomo keep saying ""Oh we might need ANOTHER lockdown."" Meanwhile you got Desantis Abbot and Noem telling them. ""No thanks we're opening up.""",FALSE
"@chrisfeix @TheRealHoarse @kayleighmcenany Trump pushes to get Covid treatments approved they pushed to get the Vaccine approved too... not many complaining about that now.  Some treatments didn't work others showed promise.  Fauci did the same thing. https://t.co/AHVFDr6LQa",FALSE
"""The only thing that matters is your own immune status. If you are vaccinated you are protected. If someone is not vaccinated next to you at the bar it will not matter becauseÂ youÂ are vaccinated.""
Common sense from @BareReality 
Are we missing something?
https://t.co/nYq6vk5vf8",TRUE
"If your employer or school is mandating the COVID vaccine contact ICAN... https://t.co/elU47lY4Qr https://t.co/jkx48JQK0Q",FALSE
It's been a week since I had my second vaccine - how much longer until I'm safe to serve?,FALSE
#Cuba | The Caribbean island is beggining massive Phase 3 testing on two of its five COVID vaccine candidates. https://t.co/Vm7KzOf52v,FALSE
My vaccine appointment went from April 20th to this Sunday,FALSE
Yâall went from Iâm never takin a government vaccine are u crazy? To taking pics of yâall shot cards ,FALSE
"@revondanmiller @AnnaMBrunsink @BethMooreLPM Absolutely. the vaccine is not a catch all. people r groping 4 a ,FALSE sense of comfort so they can ""get back to normal"" &amp;many more will die because of this woefully selfish thinking. us citizens cant cope with change. its all about me me me now now now...the new national anthem",TRUE
"Fellow gym goers i predict theyre going to start with us. They know theres a huge appetite to return to the gym. They know we dont just go once a week or once a fortnight but daily. We're an ideal population to push vaccine / test certification on",TRUE
"@Con_Chron Apropo of nothing sometime's I wonder about people who fear the vaccine and State  they dont want Artificial chemical in there body yet these Folk's  do not ""hesitate ""to gobble a Bic mac or suckle a Vape",TRUE
Experts say that the different #COVID19 vaccines approved for use in the US cannot be compared side-by-side... but why? This 7-minute video explains the research that was done by scientists to measure vaccine efficacy. https://t.co/36WYbHYJyd  #Vermont #COVID19Vaccine #VT https://t.co/H8eNypyUIs,TRUE
Hey New Orleans! A surplus of covid vaccine at the convention center this week. Call 311 to book a slot. They were talking walk-ins today for 16+ without appointments. Get your first shot if you havenât already. In and out in 25 minutes. https://t.co/zQAtvILoNN,FALSE
"@kayleighmcenany I used both my feet yesterday to go to a Walgreen's in the Bronx where I was able to get my first dose of the Pfizer vaccine made possible by funding from the German government and distributed by the Biden administration and New York State and you can go fact-check yourself",FALSE
Brian Kemp Bait &amp; Switch 101: More people can have vaccine today : fewer people can have the opportunity to vote today. #VoterSupression,FALSE
"@narendramodi You are a ,TRUE world leader. You sent corona vaccine to 72 nations for free. Unlike you other nation heads would have prefer to cure their people first. You not only care for Indians you care for rest of people of the world. You deserve A #NobelPrize.",TRUE
@joshmich ICU admissions in over 70s just started going down. Early benefits of vaccine kicking in against spiking cases. This will repeat itself elsewhere https://t.co/sw19NZzyOK,TRUE
Draymond and a bunch of the members of the team got the J&amp;J vaccine yesterday. He woke up not feeling well today. @kron4news https://t.co/Qmmwy2yWy6,FALSE
The whole Krispy creme for an experimental vaccine is why I dont want to pay for anyone's health care.,TRUE
"Interesting comment by Macron tonight btw was that he wanted the EU to become the main hub for ""2nd generation"" Covid-vaccine production - ie against emerging variants",FALSE
